Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations,Number of Atoms,Molecular Formula,Number of Bonds,Number of Rings,Topological Polar Surface Area,Rotatable Bonds,Number of Heavy Atoms,Number of Aromatic Rings,Number of Saturated Rings,Number of Aliphatic Rings,Number of Bridge Head Atoms,Percent of sp^3 Hybridization,Surface Area,Max Partial Charge,Hall Kier Alpha
"[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]azanium",577,342.321,9,10,-6.7608,False,Hydrogen bond donors > 5),23,C12H24NO10+,24,2,207.93999999999997,3,23,0,2,2,0,1.0,130.66280315,0.39356647,-0.44
"6-[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol",578,341.313,9,11,-6.044,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),23,C12H23NO10,24,2,206.32,3,23,0,2,2,0,1.0,130.66280315,0.39356653,-0.44
"N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]acetamide",579,383.35,9,11,-5.8666,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),26,C14H25NO11,27,2,209.39999999999998,4,26,0,2,2,0,0.9285714285714286,147.76418097,0.39356652,-0.93
"2-acetamido-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]-3-sulfanylpropanamide",580,486.496,11,13,-6.452,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),32,C17H30N2O12S,33,2,238.49999999999997,7,32,0,2,2,0,0.8823529411764706,187.72545826,0.39356652,-1.11
"2-acetamido-3-[[2-acetamido-3-[[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]amino]-3-oxopropyl]disulfanyl]-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]propanamide",582,970.976,20,26,-12.3686,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),64,C34H58N4O24S2,67,4,477.0000000000001,17,64,0,4,4,0,0.8823529411764706,370.41265641,0.39356652,-2.22
1-methyl-5-(1-methylpyridin-1-ium-3-yl)pyrrolidin-2-one,583,191.254,0,1,0.8044,True,None,14,C11H15N2O+,15,2,24.19,1,14,1,1,1,0,0.45454545454545453,83.96619989,0.33846718,-1.38
2-hydroxychromene-2-carboxylic acid,584,192.17,2,3,0.8654,True,None,14,C10H8O4,15,2,66.76,1,14,1,0,1,0,0.1,80.05927223,0.47610785,-1.81
2-[methyl-(N'-phosphonocarbamimidoyl)amino]acetic acid,587,211.114,4,2,-1.5898,True,None,13,C4H10N3O5P,12,0,136.45000000000002,3,13,0,0,0,0,0.5,73.89249737,0.47992504,-1.11
2-amino-3-methyl-4H-imidazol-5-one,588,113.12,1,3,-1.2269,True,None,8,C4H7N3O,8,1,58.69,0,8,0,0,1,0,0.5,46.98481517,0.36940795,-1.06
4-(trimethylazaniumyl)but-2-enoate,589,143.186,0,2,-1.0013,True,None,10,C7H13NO2,9,0,40.129999999999995,3,10,0,0,0,0,0.5714285714285714,61.16486169,0.54547539,-0.83
3-carboxyprop-2-enyl(trimethyl)azanium,590,144.194,1,1,0.3334,True,None,10,C7H14NO2+,9,0,37.3,3,10,0,0,0,0,0.5714285714285714,61.16486169,0.47807932,-0.83
"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobut-2-enyl]-trimethylazanium",591,893.72,9,19,-1.0729,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),57,C28H48N8O17P3S+,59,3,363.62999999999994,22,57,2,1,1,0,0.6428571428571429,329.88843518,0.4807077,-2.74
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] but-2-enethioate",592,835.616,9,19,-0.7592,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),53,C25H40N7O17P3S,55,3,363.63000000000005,20,53,2,1,1,0,0.6,304.82380368,0.4807077,-2.7
"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",593,483.156,7,13,-2.212,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),29,C9H16N3O14P3,30,2,270.41999999999996,8,29,1,1,1,0,0.5555555555555556,160.26937824,0.48954298,-1.03
2-amino-3-sulfanylpropanoic acid,594,121.161,3,3,-0.6719,True,None,7,C3H7NO2S,6,0,63.31999999999999,2,7,0,0,0,0,0.6666666666666666,46.91984847,0.48006388,-0.22
"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",596,243.219,4,8,-2.563,True,None,17,C9H13N3O5,18,2,130.83,2,17,1,1,1,0,0.5555555555555556,95.89720927,0.39356685,-1.48
6-amino-1H-pyrimidin-2-one,597,111.104,2,3,-0.6479,True,None,8,C4H5N3O,8,1,71.77,0,8,1,0,0,0,0.0,45.37211188,0.38510347,-1.32
2-sulfanylethanesulfonic acid,598,142.201,2,3,-0.196,True,None,7,C2H6O3S2,6,0,54.370000000000005,2,7,0,0,0,0,1.0,47.88789582,0.28551919,0.26
2-hydroxy-4-oxopentanedioic acid,599,162.097,3,4,-1.5243,True,None,11,C5H6O6,10,0,111.89999999999999,4,11,0,0,0,0,0.4,61.06628704,0.47931716,-1.43
"(3,4,5-trihydroxy-6-oxooxan-2-yl)methyl dihydrogen phosphate",600,258.119,5,7,-2.8962,True,None,16,C6H11O9P,16,1,153.75,3,16,0,1,1,0,0.8333333333333334,89.46752244,0.46921125,-0.54
2-(2-aminopropanoylamino)propanoic acid,601,160.173,3,3,-1.0771,True,None,11,C6H12N2O3,10,0,92.42,3,11,0,0,0,0,0.6666666666666666,64.57099243,0.47972535,-1.1
2-aminopropanoic acid,602,89.094,2,2,-0.5818,True,None,6,C3H7NO2,5,0,63.31999999999999,1,6,0,0,0,0,0.6666666666666666,35.76478181,0.48009423,-0.57
"(2,3,4,6-tetrahydroxy-5-oxohexyl) dihydrogen phosphate",603,260.135,6,7,-3.2602,False,Hydrogen bond donors > 5),16,C6H13O9P,15,0,164.75,7,16,0,0,0,0,0.8333333333333334,90.15404212,0.46917052,-0.38
"2,3,4,5,6-pentahydroxyhexanoic acid",604,196.155,6,6,-3.4931,False,Hydrogen bond donors > 5),13,C6H12O7,12,0,138.45000000000002,5,13,0,0,0,0,0.8333333333333334,73.49088621,0.47925133,-0.73
"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutyl]-trimethylazanium",605,911.735,10,20,-1.8781,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),58,C28H50N8O18P3S+,60,3,383.85999999999996,23,58,2,1,1,0,0.7142857142857143,335.37227196,0.4807077,-2.52
"2,3,4,5-tetrahydroxyhexanedioic acid",607,210.138,6,6,-3.4008,False,Hydrogen bond donors > 5),14,C6H10O8,13,0,155.52,5,14,0,0,0,0,0.6666666666666666,77.65240831,0.47925133,-1.22
"5-(1,2-dihydroxyethyl)-3,4-dihydroxyoxolan-2-one",608,178.14,4,6,-3.0132,True,None,12,C6H10O6,12,1,107.22000000000001,2,12,0,1,1,0,0.8333333333333334,68.01013278,0.4546154,-0.69
"(5-amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate",609,259.151,6,7,-3.138,False,Hydrogen bond donors > 5),16,C6H14NO8P,16,1,162.7,3,16,0,1,1,0,1.0,90.64589104,0.46917069,-0.09
"3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",610,194.139,5,6,-3.1291,True,None,13,C6H10O7,13,1,127.45,1,13,0,1,1,0,0.8333333333333334,72.80436654,0.47924272,-0.73
2-aminopentanedioic acid,611,147.13,3,3,-0.7369,True,None,10,C5H9NO4,9,0,100.61999999999999,4,10,0,0,0,0,0.6,57.45042189,0.48122949,-1.1
2-hydroxypropanoic acid,612,90.078,2,2,-0.5482,True,None,6,C3H6O3,5,0,57.53,1,6,0,0,0,0,0.6666666666666666,35.21912486,0.4793356,-0.57
"3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-methyl-3-oxopropanoic acid",613,867.614,10,20,-1.6146,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),55,C25H40N7O19P3S,57,3,400.93,21,55,2,1,1,0,0.64,314.46916256,0.4807077,-2.97
pyrrolidine-2-carboxylic acid,614,115.132,2,2,-0.177,True,None,8,C5H9NO2,8,1,49.33,1,8,0,1,1,0,0.8,47.69880637,0.48008077,-0.57
"(3,4,5-trihydroxy-2-oxopentyl) dihydrogen phosphate",615,230.109,5,6,-2.6211,True,None,14,C5H11O8P,13,0,144.52,6,14,0,0,0,0,0.8,78.99486625,0.46950805,-0.34
"(2,3,4,5,7-pentahydroxy-6-oxoheptyl) dihydrogen phosphate",616,290.161,7,8,-3.8993,False,Hydrogen bond donors > 5),18,C7H15O10P,17,0,184.98,8,18,0,0,0,0,0.8571428571428571,101.31321798,0.46917052,-0.42
2-amino-3-hydroxypropanoic acid,617,105.093,3,3,-1.6094,True,None,7,C3H7NO3,6,0,83.55,2,7,0,0,0,0,0.6666666666666666,40.55901556,0.4800214,-0.61
"2,3,4,5,6-pentahydroxyhexyl dihydrogen phosphate",618,262.151,7,7,-3.4684,False,Hydrogen bond donors > 5),16,C6H15O9P,15,0,167.91,7,16,0,0,0,0,1.0,90.78675377,0.46917052,-0.09
"1,3,4,5-tetrahydroxypentan-2-one",619,150.13,4,5,-2.7381,True,None,10,C5H10O5,9,0,97.99000000000001,4,10,0,0,0,0,0.8,57.53747659,0.39356516,-0.49
[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,620,411.204,5,11,-0.7168,False,Hydrogen bond acceptors > 10),26,C10H15N5O9P2,28,3,212.36999999999998,6,26,2,1,1,0,0.5,144.96670566,0.48070358,-1.47
[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,621,331.225,4,9,-0.8338,True,None,22,C10H14N5O6P,24,3,165.84,4,22,2,1,1,0,0.5,123.50931601,0.46917067,-1.62
[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,622,491.183,6,13,-0.5998,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),30,C10H16N5O12P3,32,3,258.9,8,30,2,1,1,0,0.5,166.42409532,0.48954298,-1.32
[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,623,387.178,5,10,-1.2998,True,None,24,C9H15N3O10P2,25,2,203.65999999999997,6,24,1,1,1,0,0.5555555555555556,134.01775483,0.48070358,-1.14
[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,624,307.199,4,8,-1.4168,True,None,20,C9H14N3O7P,21,2,157.13,4,20,1,1,1,0,0.5555555555555556,112.56036517,0.46917067,-1.29
[[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,625,467.157,6,12,-1.1828,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),28,C9H16N3O13P3,29,2,250.18999999999994,8,28,1,1,1,0,0.5555555555555556,155.47514449,0.48954298,-0.99
"3,4,5,6-tetrahydroxyhexanoic acid",626,180.156,5,5,-2.4639,True,None,12,C6H12O6,11,0,118.22000000000001,5,12,0,0,0,0,0.8333333333333334,68.69665246,0.48115816,-0.69
"4,5,6-trihydroxy-3-oxohexanoic acid",627,178.14,4,5,-2.2557,True,None,12,C6H10O6,11,0,115.06000000000002,5,12,0,0,0,0,0.6666666666666666,68.06394081,0.48090615,-0.98
"1-[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid",628,665.422,8,17,-2.4166,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),44,C21H27N6O15P2+,48,5,312.46999999999997,11,44,3,2,2,0,0.47619047619047616,245.40855469,0.48070773,-3.01
"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid",629,423.43,6,8,-2.50763,False,Hydrogen bond donors > 5),30,C17H25N7O6,31,2,209.62,8,30,1,0,1,0,0.47058823529411764,170.3581795,0.47924992,-3.45
"1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid",630,190.151,4,5,-2.1132,True,None,13,C7H10O6,13,1,115.06000000000002,1,13,0,1,1,0,0.7142857142857143,73.42305177,0.47910215,-0.98
2-amino-1-hydroxyoctadecan-3-one,631,299.499,2,3,4.3564,True,None,21,C18H37NO2,20,0,63.31999999999999,16,21,0,0,0,0,0.9444444444444444,131.23891352,0.39428646,-0.41
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid",632,171.152,2,3,0.1491,True,None,12,C7H9NO4,12,1,86.96,2,12,0,0,1,0,0.5714285714285714,68.72990675,0.47965637,-1.39
"2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione",633,703.108,0,2,15.4338,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5),52,C50H70O2,53,2,34.14,23,52,1,0,1,0,0.48,318.59964191,0.28925098,-3.78
[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate,634,214.11,4,5,-1.4361,True,None,13,C5H11O7P,13,1,116.45000000000002,3,13,0,1,1,0,1.0,74.14682447,0.47142308,-0.01
"(3,5-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",635,214.11,4,5,-1.4361,True,None,13,C5H11O7P,13,1,116.45,3,13,0,1,1,0,1.0,74.14682447,0.46917067,-0.01
5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol,636,251.246,3,8,-0.9508,True,None,18,C10H13N5O3,20,3,119.31,2,18,2,1,1,0,0.5,102.05192635,0.39356884,-1.77
4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one,637,227.22,3,7,-1.5338,True,None,16,C9H13N3O4,17,2,110.60000000000001,2,16,1,1,1,0,0.5555555555555556,91.10297552,0.39356884,-1.44
2-amino-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one,638,267.245,4,8,-1.6575,True,None,19,C10H13N5O4,21,3,139.28,2,19,2,1,1,0,0.5,106.21344845,0.39356884,-1.97
9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one,639,252.23,3,7,-1.2397,True,None,18,C10H12N4O4,20,3,113.26000000000002,2,18,2,1,1,0,0.5,100.87355775,0.39356884,-1.77
"1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",640,228.204,3,6,-1.8227,True,None,16,C9H12N2O5,17,2,104.55000000000001,2,16,1,1,1,0,0.5555555555555556,89.92460692,0.39356884,-1.44
"(2,3-dihydroxy-4-oxopentyl) dihydrogen phosphate",641,214.11,4,5,-1.5935,True,None,13,C5H11O7P,12,0,124.29000000000002,5,13,0,0,0,0,0.8,74.2006325,0.46917073,-0.3
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate",642,687.562,9,17,-1.7823,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),44,C21H35N7O13P2S,46,3,300.03,16,44,2,1,1,0,0.6666666666666666,255.46668313,0.4807077,-2.26
6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid,643,214.265,3,2,1.0914,True,None,15,C10H18N2O3,15,1,78.43,6,15,0,1,1,0,0.8,89.23490122,0.48123039,-1.26
[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,644,427.203,6,11,-1.4235,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),27,C10H15N5O10P2,29,3,232.33999999999995,6,27,2,1,1,0,0.5,149.12822776,0.48070358,-1.67
[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,645,347.224,5,9,-1.5405,True,None,23,C10H14N5O7P,25,3,185.80999999999997,4,23,2,1,1,0,0.5,127.67083811,0.46917067,-1.82
[[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,646,507.182,7,13,-1.3065,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),31,C10H16N5O13P3,33,3,278.86999999999995,8,31,2,1,1,0,0.5,170.58561742,0.48954298,-1.52
3-methylbut-2-enyl phosphono hydrogen phosphate,647,246.092,3,4,1.1789,True,None,14,C5H12O7P2,13,0,113.29000000000002,5,14,0,0,0,0,0.6,81.21842952,0.48091633,-0.0
"2,6-dioxo-1,3-diazinane-4-carboxylic acid",648,158.113,3,3,-1.3309,True,None,11,C5H6N2O4,11,1,95.50000000000001,1,11,0,1,1,0,0.4,61.57171275,0.47970566,-1.59
"1,3-diazinane-2,4-dione",649,114.104,2,2,-0.7841,True,None,8,C4H6N2O2,8,1,58.2,0,8,0,1,1,0,0.5,46.25101478,0.33727974,-1.06
"butane-2,3-dione",650,86.09,0,2,0.1644,True,None,6,C4H6O2,5,0,34.14,1,6,0,0,0,0,0.5,36.15712157,0.29123431,-0.66
"[5-[(2,5-diamino-4-oxo-1H-pyrimidin-6-yl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",651,353.228,8,10,-3.0978,False,Hydrogen bond donors > 5),23,C9H16N5O8P,24,2,226.26999999999992,5,23,1,1,1,0,0.5555555555555556,128.03438032,0.46917069,-1.73
"7,8-diaminononanoic acid",652,188.271,3,3,0.696,True,None,13,C9H20N2O2,12,0,89.33999999999999,7,13,0,0,0,0,0.8888888888888888,79.29432519,0.48123039,-0.61
2-hydroxy-3-[(2-hydroxy-4-oxochromen-3-yl)methyl]chromen-4-one,653,336.299,2,6,2.9014,True,None,25,C19H12O6,28,4,100.88000000000001,2,25,4,0,0,0,0.05263157894736842,139.73791386,0.48038857,-3.54
diethyl hydrogen phosphate,654,154.102,1,3,1.1598,True,None,9,C4H11O4P,8,0,55.760000000000005,4,9,0,0,0,0,1.0,54.40501226,0.47165693,0.11
diethoxy-hydroxy-sulfanylidene-lambda5-phosphane,655,170.17,1,3,1.2762,True,None,9,C4H11O3PS,8,0,38.69,4,9,0,0,0,0,1.0,60.23532969,0.32439895,0.53
"13-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid",656,680.873,8,12,2.5121,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),47,C34H64O13,48,2,215.82999999999998,26,47,0,2,2,0,0.9705882352941176,279.74025153,0.48123039,-0.97
"13-[3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid",657,722.91,7,13,3.0829,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),50,C36H66O14,51,2,221.89999999999998,27,50,0,2,2,0,0.9444444444444444,296.95096934,0.48123039,-1.46
"13-[6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid",658,764.947,6,14,3.6537,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),53,C38H68O15,54,2,227.96999999999994,28,53,0,2,2,0,0.9210526315789473,314.16168714,0.48123039,-1.95
"2-amino-6-(1,2,3-trihydroxypropyl)-7,8-dihydro-1H-pteridin-4-one",659,255.234,6,8,-2.4358,False,Hydrogen bond donors > 5),18,C9H13N5O4,19,2,156.85,3,18,1,0,1,0,0.4444444444444444,101.01887722,0.39356638,-1.97
"3,4-dihydrochromen-2-one",660,148.161,0,2,1.5382,True,None,11,C9H8O2,12,2,26.3,0,11,1,0,1,0,0.2222222222222222,64.79546564,0.42622504,-1.31
"2-[[4-[(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",661,443.42,7,9,0.01,False,Hydrogen bond donors > 5),32,C19H21N7O6,34,3,211.88999999999996,9,32,2,0,1,0,0.2631578947368421,180.3257968,0.48122926,-4.42
"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",662,288.255,4,6,1.4807,True,None,21,C15H12O6,23,3,107.22000000000001,1,21,2,0,1,0,0.13333333333333333,119.02949485,0.50796661,-2.73
"6,8-bis(sulfanyl)octanamide",663,207.364,3,3,1.6504,True,None,12,C8H17NOS2,11,0,43.09,7,12,0,0,0,0,0.875,85.10539195,0.36967998,0.17
"[3-(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)-2,3-dihydroxypropyl] dihydrogen phosphate",664,335.213,7,9,-2.3188,False,Hydrogen bond donors > 5),22,C9H14N5O7P,23,2,203.37999999999997,5,22,1,0,1,0,0.4444444444444444,122.47626688,0.46917072,-1.82
"[[3-(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate",665,495.171,9,13,-2.0848,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),30,C9H16N5O13P3,31,2,296.43999999999994,9,30,1,0,1,0,0.4444444444444444,165.39104619,0.48954298,-1.52
"(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methyl phosphono hydrogen phosphate",666,355.14,6,9,-0.9236,False,Hydrogen bond donors > 5),22,C7H11N5O8P2,23,2,209.44999999999996,5,22,1,0,1,0,0.2857142857142857,121.6153048,0.48098043,-1.59
"3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid",667,866.874,11,10,3.3535,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5),62,C42H50N4O16,66,5,354.37,20,62,2,1,3,8,0.5,353.00938202,0.48123012,-6.73
(3-hydroxy-2-oxopropyl) dihydrogen phosphate,668,170.057,3,4,-1.3429,True,None,10,C3H7O6P,9,0,104.06000000000002,4,10,0,0,0,0,0.6666666666666666,56.67651452,0.46950783,-0.26
(2-hydroxy-3-oxobutyl) dihydrogen phosphate,669,184.084,3,4,-0.9544,True,None,11,C4H9O6P,10,0,104.06000000000002,4,11,0,0,0,0,0.75,63.04145663,0.46918262,-0.26
"1,3-dihydroxypropan-2-one",670,90.078,2,3,-1.4599,True,None,6,C3H6O3,5,0,57.53,2,6,0,0,0,0,0.6666666666666666,35.21912486,0.38849061,-0.41
"1,4-dihydroxynaphthalene-2-carboxylic acid",671,204.181,3,3,1.9492,True,None,15,C11H8O4,16,2,77.76,1,15,2,0,0,0,0.0,85.02223312,0.50727918,-2.23
"6,7-dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione",672,326.309,5,9,-2.87676,True,None,23,C13H18N4O6,24,2,161.56,5,23,0,0,2,0,0.5384615384615384,129.61065963,0.39357914,-2.14
2-(dimethylamino)acetic acid,673,103.121,1,2,-0.3674,True,None,7,C4H9NO2,6,0,40.540000000000006,2,7,0,0,0,0,0.75,42.54966689,0.48028606,-0.57
N-methylmethanamine,674,45.085,1,1,-0.1644,True,None,3,C2H7N,2,0,12.03,0,3,0,0,0,0,1.0,20.65405533,0.32277221,-0.04
"5,6-dimethyl-1H-benzimidazole",675,146.193,1,1,2.17974,True,None,11,C9H10N2,12,2,28.68,0,11,2,0,0,0,0.2222222222222222,65.27176028,0.34458824,-1.31
[3-hydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate,676,332.209,4,8,-1.1227,True,None,22,C10H13N4O7P,24,3,159.79000000000002,4,22,2,1,1,0,0.5,122.33094741,0.46917067,-1.62
"2,3-dihydroxy-3-methylbutanoic acid",677,134.131,3,3,-0.7972,True,None,9,C5H10O4,8,0,77.76,2,9,0,0,0,0,0.8,52.74324284,0.47924439,-0.61
[hydroxy-[[3-hydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methoxy]phosphoryl] phosphono hydrogen phosphate,678,492.167,6,12,-0.8887,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),30,C10H15N4O13P3,32,3,252.84999999999997,8,30,2,1,1,0,0.5,165.24572672,0.48954298,-1.32
methylsulfinylmethane,679,78.136,0,1,-0.0053,True,None,4,C2H6OS,3,0,17.07,0,4,0,0,0,0,1.0,28.47844735,0.26015796,0.15
"3,8-dimethyldec-7-enyl dihydrogen phosphate",680,264.302,2,2,3.6485,True,None,17,C12H25O4P,16,0,66.76,9,17,0,0,0,0,0.8333333333333334,104.31563466,0.46907566,-0.15
"4-(2-aminoethyl)benzene-1,2-diol",681,153.181,3,3,0.599,True,None,11,C8H11NO2,11,1,66.48,2,11,1,0,0,0,0.25,65.08964555,0.50425989,-1.22
"2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid",682,195.174,2,4,-0.5772,True,None,14,C9H9NO4,14,1,97.46,3,14,0,0,1,0,0.2222222222222222,79.89244147,0.4800777,-1.75
phosphono 2-hydroxy-3-phosphonooxypropanoate,683,266.035,5,6,-1.9075,True,None,15,C3H8O10P2,14,0,170.82,5,15,0,0,0,0,0.6666666666666666,82.92813793,0.52655541,-0.31
