Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations
"[4-[bis[4-(diethylamino)phenyl]methylidene]cyclohexa-2,5-dien-1-ylidene]-diethylazanium chloride",16955,492.151,0,2,3.8042,True,None
"[4-[bis[4-(diethylamino)phenyl]methylidene]cyclohexa-2,5-dien-1-ylidene]-diethylazanium",16956,456.698,0,2,6.8002,False,Octanol-water partition coefficient (LogP) > 5)
didecyl(dimethyl)azanium bromide,16957,406.537,0,0,4.3482,True,None
didecyl(dimethyl)azanium,16958,326.633,0,0,7.3442,False,Octanol-water partition coefficient (LogP) > 5)
"(3S)-3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine;but-2-enedioic acid",16959,435.318,2,4,3.6395,True,None
"(3S)-3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine",16960,319.246,0,2,3.9277,True,None
"disodium;[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] phosphate",16961,516.41,2,8,-5.2433,False,Molecular Weight (g/mol) > 500)
"[2-[(8S,9R,10S,11S,13S,16R,17R)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] dihydrogen phosphate",16962,472.446,4,6,2.0127,True,None
"(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl) benzoate",16963,374.48,0,3,5.331,False,Octanol-water partition coefficient (LogP) > 5)
"[2-[(4R,8S,12R,19S)-19-chloro-12-fluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icos-17-en-8-yl]-2-oxoethyl] acetate",16964,513.002,1,7,3.4309,False,Molecular Weight (g/mol) > 500)
9-methoxyanthracene,16965,208.26,0,1,4.0016,True,None
(4-methoxyphenyl)-phenyldiazene,16966,212.252,0,3,4.1106,True,None
4-(3-methylbutoxy)butan-2-ol,16967,160.257,1,2,1.82,True,None
"hepta-1,6-diene",16968,96.173,0,0,2.5287,True,None
"nona-1,8-diyne",16969,120.195,0,0,2.2033,True,None
"ethyl hexa-2,4-dienoate",16970,140.182,0,2,1.6818,True,None
1-bromo-3-methoxybenzene,16971,187.036,0,1,2.4577,True,None
icosan-7-ylbenzene,16972,358.654,0,0,9.4417,False,Octanol-water partition coefficient (LogP) > 5)
icosan-9-ylbenzene,16973,358.654,0,0,9.4417,False,Octanol-water partition coefficient (LogP) > 5)
icosan-2-ylbenzene,16974,358.654,0,0,9.4417,False,Octanol-water partition coefficient (LogP) > 5)
icosylbenzene,16975,358.654,0,0,9.2708,False,Octanol-water partition coefficient (LogP) > 5)
1-oxidopyridin-1-ium-3-carboxylic acid,16976,139.11,1,2,0.0182,True,None
tripotassium;2-[bis(carboxylatomethyl)amino]acetate,16977,305.409,0,7,-14.4499,True,None
calcium 2-[carboxylatomethyl(carboxymethyl)amino]acetate,16978,229.201,1,6,-4.508,True,None
dodecan-3-ylbenzene,16979,246.438,0,0,6.3209,False,Octanol-water partition coefficient (LogP) > 5)
tridecan-7-ylbenzene,16980,260.465,0,0,6.711,False,Octanol-water partition coefficient (LogP) > 5)
icosan-3-ylbenzene,16981,358.654,0,0,9.4417,False,Octanol-water partition coefficient (LogP) > 5)
icosan-4-ylbenzene,16982,358.654,0,0,9.4417,False,Octanol-water partition coefficient (LogP) > 5)
icosan-5-ylbenzene,16983,358.654,0,0,9.4417,False,Octanol-water partition coefficient (LogP) > 5)
"N-methyl-2,1-benzothiazol-3-amine",16984,164.233,1,3,2.338,True,None
"4,6-dichloro-N,N-dimethyl-1,3,5-triazin-2-amine",16985,193.037,0,4,1.2444,True,None
"N'-(6-methoxyquinolin-8-yl)-N,N-dimethylmethanimidamide",16986,229.283,0,3,2.4648,True,None
"1-chloro-2,4-dinitronaphthalene",16987,252.613,0,4,3.3096,True,None
"2,3-dichloropyridine",16988,147.992,0,1,2.3884,True,None
"2,6-dichloropyridine",16989,147.992,0,1,2.3884,True,None
"2,3,5,6-tetrachloropyridine",16990,216.882,0,1,3.6952,True,None
1-[ethoxy(methylsulfanyl)phosphoryl]oxyethane,16991,184.197,0,4,2.5305,True,None
bromocycloheptane,16992,177.085,0,0,3.1041,True,None
2-octyloxirane,16993,156.269,0,1,3.1358,True,None
1-[butoxy(methyl)phosphoryl]oxybutane,16994,208.238,0,3,3.4427,True,None
"N,N-ditert-butylhydroxylamine",16995,145.246,1,2,2.2746,True,None
butylstannane,16996,178.851,0,0,0.5702,True,None
2-ethyl-2H-furan-5-one,16997,112.128,0,2,0.878,True,None
N'-[[1-[[amino(sulfanyl)methylidene]hydrazinylidene]-3-butanoyloxybutan-2-ylidene]amino]carbamimidothioic acid,16998,318.428,4,6,0.549,True,None
methyl 3-(aziridin-1-yl)prop-2-enoate,16999,127.143,0,3,-0.0113,True,None
"2,2,6-trimethylcyclohexan-1-one",17000,140.226,0,1,2.4017,True,None
3-[9-(3-aminopropyl)fluoren-9-yl]propan-1-amine,17001,280.415,2,2,3.4309,True,None
"[1-(2,6-dimethoxyphenoxy)-1-oxopropan-2-yl]-diethylazanium chloride",17002,317.813,1,4,-2.0736,True,None
"(2,6-dimethoxyphenyl) 2-(diethylamino)propanoate",17003,281.352,0,5,2.3395,True,None
2-tert-butyl-4-methylphenol,17004,164.248,1,1,2.99812,True,None
"4-(2-aminopropyl)benzene-1,2-diol",17005,167.208,3,3,0.9875,True,None
"(2,4-dinitro-6-octan-2-ylphenyl) 2-chlorobutanoate",17006,400.859,0,6,5.4997,False,Octanol-water partition coefficient (LogP) > 5)
(furan-2-ylmethylideneamino)urea,17007,153.141,2,3,0.2818,True,None
methyl 4-methylpentanoate,17008,130.187,0,2,1.5956,True,None
1-[3-[3-(2-chlorophenyl)prop-2-enyl]-8-aza-3-azoniabicyclo[3.2.1]octan-8-yl]propan-1-one chloride,17009,355.309,1,1,-0.9747,True,None
"1-[3-[3-(2-chlorophenyl)prop-2-enyl]-3,8-diazabicyclo[3.2.1]octan-8-yl]propan-1-one",17010,318.848,0,2,3.4384,True,None
2-[4-[3-[2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperazin-1-yl]ethanol;dihydrochloride,17011,507.449,1,4,5.4453,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
2-[4-[3-[2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperazin-1-yl]ethanol,17012,434.527,1,4,4.6017,True,None
"(17R)-17-(2-chloroethynyl)-13-ethyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",17013,346.898,1,2,4.4491,True,None
propylcyclopropane,17014,84.162,0,0,2.1965,True,None
N-(4-methylphenyl)-3-oxobutanamide,17015,191.23,1,2,1.91262,True,None
"2,3,6-trimethylphenol",17016,136.194,1,1,2.31746,True,None
(4-acetamidoanilino)methylidene-dimethylazanium chloride,17017,241.722,2,1,-1.6387,True,None
(4-acetamidoanilino)methylidene-dimethylazanium,17018,206.269,2,1,1.3573,True,None
9-(bromomethyl)anthracene,17019,271.157,0,0,4.8879,True,None
3-bromopropanenitrile,17020,133.976,0,1,1.29498,True,None
"1,4-dichlorobutan-2-ol",17021,143.013,1,1,1.215,True,None
3-chloro-4-hydroxybenzaldehyde,17022,156.568,1,2,1.8581,True,None
cadmium(2+);bis(2-ethylhexanoate),17023,398.824,0,4,1.9029,True,None
1-[bis(2-hydroxybutyl)amino]butan-2-ol,17024,233.352,3,4,0.6011,True,None
"2-ethenyl-4-methyl-1,3-dioxolane",17025,114.144,0,2,0.9338,True,None
12-methylbenzo[a]anthracene,17026,242.321,0,0,5.45462,False,Octanol-water partition coefficient (LogP) > 5)
"1,2-bis(ethenyl)cyclobutane",17027,108.184,0,0,2.3846,True,None
"N,N,N'-tributylcarbamimidothioic acid",17028,244.448,1,1,3.9745,True,None
octadec-9-enal,17029,266.469,0,1,6.2228,False,Octanol-water partition coefficient (LogP) > 5)
"2,6-dimethyl-4-nitrophenol",17030,167.164,1,3,1.91724,True,None
"2-(2,2-diphenylacetyl)sulfanylethyl-dipropylazanium chloride",17031,392.008,1,2,0.7872,True,None
"S-[2-(dipropylamino)ethyl] 2,2-diphenylethanethioate",17032,355.547,0,3,5.2003,False,Octanol-water partition coefficient (LogP) > 5)
"2-(2,2-diphenylpropanoyloxy)ethyl-diethyl-methylazanium iodide",17033,467.391,0,2,1.0262,True,None
"2-(2,2-diphenylpropanoyloxy)ethyl-diethyl-methylazanium",17034,340.487,0,2,4.0222,True,None
"2-(2-ethoxy-2,2-diphenylacetyl)oxyethyl-dimethylazanium chloride",17035,363.885,1,3,-1.3416,True,None
"2-(dimethylamino)ethyl 2-ethoxy-2,2-diphenylacetate",17036,327.424,0,4,3.0715,True,None
5-chloro-4-phenyldithiol-3-one,17037,228.725,0,3,3.4902,True,None
"2-(1,1,2,2-tetrachloroethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",17038,349.066,0,3,3.5209,True,None
"(2-chloro-3,5-dimethylphenyl) N-methylcarbamate",17039,213.664,1,2,2.67504,True,None
"(3,4-dimethylphenyl) N-methylcarbamate",17040,179.219,1,2,2.02164,True,None
ethyl 2-diethoxyphosphorylsulfanylacetate,17041,256.26,0,6,2.4638,True,None
"[5-(hydroxymethyl)-2-phenyl-1,3-dioxan-5-yl]methanol",17042,224.256,2,4,0.703,True,None
1-chlorotetradecane,17043,232.839,0,0,5.9263,False,Octanol-water partition coefficient (LogP) > 5)
1-chloro-2-nitropropane,17044,123.539,0,2,0.8904,True,None
N-tert-butylformamide,17045,101.149,1,1,0.5309,True,None
2-[4-(oxiran-2-ylmethoxy)butoxymethyl]oxirane,17046,202.25,0,4,0.5974,True,None
1-[(4-methyl-2-nitrophenyl)diazenyl]naphthalen-2-ol,17047,307.309,1,5,5.17742,False,Octanol-water partition coefficient (LogP) > 5)
2-[4-(oxiran-2-yl)butyl]oxirane,17048,142.198,0,2,1.3444,True,None
2-(butoxymethyl)oxirane,17049,130.187,0,2,1.2019,True,None
2-(diethylamino)ethyl prop-2-enoate,17050,171.24,0,3,1.0574,True,None
5-methoxy-6-phenylmethoxy-1H-indole,17051,253.301,1,2,3.7555,True,None
5-methoxy-3-(2-pyrrolidin-1-ium-1-ylethyl)-1H-indole chloride,17052,280.799,2,1,-1.5983,True,None
5-methoxy-3-(2-pyrrolidin-1-ylethyl)-1H-indole,17053,244.338,1,2,2.8148,True,None
"2-N,2-N,4-N,4-N,6-N,6-N-hexachloro-1,3,5-triazine-2,4,6-triamine",17054,332.793,0,6,3.2136,True,None
disodium;4-hydroxy-3-[[4-[4-[(1-hydroxy-4-sulfonatonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]naphthalene-1-sulfonate,17055,758.698,2,14,1.7354,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
4-hydroxy-3-[[4-[4-[(1-hydroxy-4-sulfonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]naphthalene-1-sulfonic acid,17056,714.734,4,12,8.4126,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"trisodium;5-amino-3-[[4-[4-[(7-amino-1-hydroxy-3-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonate",17057,830.722,4,17,-3.2093,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"5-amino-3-[[4-[4-[(7-amino-1-hydroxy-3-sulfonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonic acid",17058,764.776,7,14,6.8065,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"tetrasodium;5-amino-3-[[4-[4-[(8-amino-1-hydroxy-3,6-disulfonatonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonate",17059,992.82,4,22,-7.284,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"5-amino-3-[[4-[4-[(8-amino-1-hydroxy-3,6-disulfonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonic acid",17060,904.892,8,18,6.0704,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
disodium;5-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoate,17061,611.547,2,11,-0.099,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
5-[[4-[4-[(1-amino-4-sulfonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoic acid,17062,567.583,4,9,7.5703,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"disodium;3-amino-4-[[4-[4-[[4-(4-methylphenyl)sulfonyloxyphenyl]diazenyl]phenyl]phenyl]diazenyl]naphthalene-2,7-disulfonate",17063,801.792,1,14,1.81212,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"3-amino-4-[[4-[4-[[4-(4-methylphenyl)sulfonyloxyphenyl]diazenyl]phenyl]phenyl]diazenyl]naphthalene-2,7-disulfonic acid",17064,757.828,3,12,8.48932,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"tetrasodium;5-[[4-[4-[[2,6-diamino-3-[[8-hydroxy-3,6-disulfonato-7-[(4-sulfonatonaphthalen-1-yl)diazenyl]naphthalen-2-yl]diazenyl]-5-methylphenyl]diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoate",17065,1118.964,4,23,-2.70258,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"5-[[4-[4-[[2,6-diamino-3-[[8-hydroxy-3,6-disulfo-7-[(4-sulfonaphthalen-1-yl)diazenyl]naphthalen-2-yl]diazenyl]-5-methylphenyl]diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoic acid",17066,1031.036,8,19,11.64392,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
disodium;5-[[4-[4-[(7-amino-1-hydroxy-3-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoate,17067,627.546,3,12,-0.3934,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
5-[[4-[4-[(7-amino-1-hydroxy-3-sulfonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoic acid,17068,583.582,5,10,7.2759,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"disodium;3-[[4-[4-[(2,4-diamino-5-methylphenyl)diazenyl]phenyl]phenyl]hydrazinylidene]-4-imino-5-oxo-6-(phenylhydrazinylidene)naphthalene-2,7-disulfonate",17069,795.771,5,16,-2.64633,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"3-[[4-[4-[(2,4-diamino-5-methylphenyl)diazenyl]phenyl]phenyl]hydrazinylidene]-4-imino-5-oxo-6-(phenylhydrazinylidene)naphthalene-2,7-disulfonic acid",17070,751.807,7,14,4.03087,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2,2,2-trichloro-N,N-diethylacetamide",17071,218.511,0,1,2.225,True,None
7-methyloctan-1-ol,17072,144.258,1,1,2.5852,True,None
"2,3,4-trichlorobut-1-ene",17073,159.443,0,0,2.5851,True,None
"1,2,4-trichlorobut-2-ene",17074,159.443,0,0,2.5867,True,None
"1,1,2,2,3,4-hexachlorobutane",17075,264.794,0,0,3.8102,True,None
"N,N-diethyl-2-phenylacetamide",17076,191.274,0,1,2.0975,True,None
"2,6-dichloro-4-methylphenol",17077,177.03,1,1,3.00742,True,None
"2,6-dibromo-4-methylphenol",17078,265.932,1,1,3.22562,True,None
6-aminohexanenitrile,17079,112.176,1,2,1.02908,True,None
S-butan-2-yl hexanethioate,17080,188.336,0,2,3.625,True,None
didecyl decanedioate,17081,482.79,0,4,9.475,False,Octanol-water partition coefficient (LogP) > 5)
"didodecyl benzene-1,2-dicarboxylate",17082,502.78,0,4,9.842,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
11-aminoundecanoic acid,17083,201.31,2,2,2.5406,True,None
"N,N-diethyl-3,5-dimethyl-1,2-oxazole-4-carboxamide",17084,196.25,0,3,1.77344,True,None
tricosanoic acid,17085,354.619,1,1,8.283,False,Octanol-water partition coefficient (LogP) > 5)
2-(7-methoxy-1H-indol-3-yl)ethylazanium chloride,17086,226.707,2,1,-2.0351,True,None
2-(7-methoxy-1H-indol-3-yl)ethanamine,17087,190.246,2,2,1.6777,True,None
3-methylquinazolin-4-one,17088,160.176,0,3,0.9335,True,None
methyl 2-(4-chloro-2-methylphenoxy)acetate,17089,214.648,0,3,2.20022,True,None
"3,7-dimethylocta-1,6-diene",17090,138.254,0,0,3.5549,True,None
"3,4-dimethylquinoline",17091,157.216,0,1,2.85164,True,None
dodecanenitrile,17092,181.323,0,1,4.43088,True,None
"[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium;2-hydroxy-2-oxoacetate;oxalic acid",17093,508.527,3,6,1.3701,False,Molecular Weight (g/mol) > 500)
"2,4,6-tribromobenzene-1,3-diol",17094,346.8,2,2,3.3853,True,None
tridec-1-ene,17095,182.351,0,0,5.0933,False,Octanol-water partition coefficient (LogP) > 5)
"2,3,4-trimethylquinoline",17096,171.243,0,1,3.16006,True,None
"2,4-dichloro-1-(2,4-dichlorophenyl)benzene",17097,291.992,0,0,5.9672,False,Octanol-water partition coefficient (LogP) > 5)
N-phenyl-N-propylacetamide,17098,177.247,0,1,2.4495,True,None
2-propan-2-ylbenzoic acid,17099,164.204,1,1,2.5082,True,None
2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,17100,154.253,1,1,2.5037,True,None
"2-methoxy-N,N-dimethyl-4-phenyldiazenylaniline",17101,255.321,0,4,4.1766,True,None
N-hydroxy-N-phenanthren-2-ylacetamide,17102,251.285,1,2,3.7351,True,None
trimethyl-[2-methyl-4-(piperidine-1-carbonyloxy)-5-propan-2-ylphenyl]azanium chloride,17103,354.922,0,2,1.30382,True,None
trimethyl-[2-methyl-4-(piperidine-1-carbonyloxy)-5-propan-2-ylphenyl]azanium,17104,319.469,0,2,4.29982,True,None
5-bromo-3-diazenyl-1H-indol-2-ol,17105,240.06,3,3,3.29847,True,None
"(3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol",17106,164.157,4,5,-2.1938,True,None
"1,2,4,5-tetrachloro-3-methoxy-6-nitrobenzene",17107,290.917,0,3,4.217,True,None
"sodium 2-(2,3,6-trichlorophenyl)acetate",17108,261.467,0,2,-1.0568,True,None
"6-methyl-[1,3]dithiolo[4,5-b]quinoxalin-2-one",17109,234.305,0,5,2.57462,True,None
acetic acid;2-dodecylguanidine,17110,287.448,3,2,3.2716,True,None
2-(dimethylamino)ethyl prop-2-enoate,17111,143.186,0,3,0.2772,True,None
2-[bis(phosphonomethyl)amino]acetic acid,17112,263.079,5,4,-1.3566,True,None
2-(benzotriazol-2-yl)-4-methylphenol,17113,225.251,1,4,2.43452,True,None
butanoic acid;phenylmercury,17114,365.802,1,1,1.7298,True,None
chloro(propyl)mercury,17115,279.132,0,0,2.051,True,None
ethylmercury;phosphoric acid,17116,557.298,3,1,1.0142,False,Molecular Weight (g/mol) > 500)
ethylmercury,17117,229.652,0,0,0.9714,True,None
1-phenyl-2-(pyrimidin-2-ylamino)ethanol;hydrochloride,17118,251.717,2,4,2.0439,True,None
1-phenyl-2-(pyrimidin-2-ylamino)ethanol,17119,215.256,2,4,1.6221,True,None
3-chlorocyclohexene,17120,116.591,0,0,2.3339,True,None
oct-1-en-3-yl acetate,17121,170.252,0,2,2.6844,True,None
"2-[2-(1,3-benzoxazol-2-yl)phenyl]-1,3-benzoxazole",17122,312.328,0,4,5.303,False,Octanol-water partition coefficient (LogP) > 5)
1-methyl-2-(4-nitrophenoxy)benzene,17123,229.235,0,3,3.69552,True,None
2-(2-chlorophenyl)acetic acid,17124,170.595,1,1,1.9671,True,None
9-ethenylanthracene,17125,204.272,0,0,4.636,True,None
1-chloro-4-(4-chlorophenoxy)benzene,17126,239.101,0,1,4.7857,True,None
disodium;4-[2-(4-oxidophenyl)propan-2-yl]phenolate,17127,272.255,0,2,-3.8323,True,None
"[dimethylcarbamothioylsulfanyl(methyl)arsanyl] N,N-dimethylcarbamodithioate",17128,330.401,0,4,2.2638,True,None
2-methylbutyl 2-methylbutanoate,17129,172.268,0,2,2.6218,True,None
3-methylchromen-2-one,17130,160.172,0,2,2.10142,True,None
7-methylchromen-2-one,17131,160.172,0,2,2.10142,True,None
4-hexylphenol,17132,178.275,1,1,3.515,True,None
"24-methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(24),3,8,11,13,15,17(21),22-octaene",17133,334.351,0,4,2.9053,True,None
"4-amino-N-(5,6-dimethoxypyrimidin-4-yl)benzenesulfonamide",17134,310.335,2,7,0.8768,True,None
(9-methyl-7-phenyl-9-azoniabicyclo[3.3.1]nonan-3-yl) acetate chloride,17135,309.837,1,2,-1.4546,True,None
(9-methyl-7-phenyl-9-azabicyclo[3.3.1]nonan-3-yl) acetate,17136,273.376,0,3,2.9585,True,None
9-benzyl-3-phenyl-9-azoniabicyclo[3.3.1]nonane chloride,17137,327.899,1,0,0.5742,True,None
9-benzyl-3-phenyl-9-azabicyclo[3.3.1]nonane,17138,291.438,0,1,4.9873,True,None
1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidin-1-ium-1-ylpiperidin-1-ium-4-carboxamide dichloride,17139,448.41,3,2,-6.2318,True,None
prop-1-yn-1-amine,17140,55.08,1,1,-0.0741,True,None
4-(2-hydroxypropan-2-yl)-1-methylcyclohexan-1-ol;hydrate,17141,190.283,2,2,0.8738,True,None
"1,3,5-tris(oxiran-2-ylmethyl)-1,3,5-triazinane-2,4,6-trione",17142,297.267,0,9,-2.6319,True,None
3-benzoyloxypropyl benzoate,17143,284.311,0,4,3.0905,True,None
zinc bis(dodecanoate),17144,464.018,0,4,5.3119,False,Octanol-water partition coefficient (LogP) > 5)
[4-[2-(diethylazaniumyl)ethoxycarbonyl]phenyl]iminomethyl-dimethylazanium dichloride,17145,364.317,2,3,-6.4196,True,None
2-(diethylamino)ethyl 4-(dimethylaminomethylideneamino)benzoate,17146,291.395,0,4,2.4066,True,None
2-[N-(2-hydroxyethyl)-4-phenyldiazenylanilino]ethanol,17147,285.347,2,5,2.893,True,None
"1,2-dimethylcyclopentane",17148,98.189,0,0,2.4425,True,None
"1,3-dimethylcyclopentane",17149,98.189,0,0,2.4425,True,None
"(8S,9S,10R,11R,13S,14S,17S)-11,17-dihydroxy-10,13,17-trimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-2-carbaldehyde",17150,344.451,2,4,2.5852,True,None
oxolan-2-ylmethyl 2-methylprop-2-enoate,17151,170.208,0,3,1.2847,True,None
1-decoxydecane,17152,298.555,0,1,7.2844,False,Octanol-water partition coefficient (LogP) > 5)
"3,5-dichloropyridine",17153,147.992,0,1,2.3884,True,None
4-amino-2-chlorobenzoic acid,17154,171.583,2,2,1.6204,True,None
5-phenyl-1H-pyrazole,17155,144.177,1,1,2.0767,True,None
2-[3-[bis(carboxymethyl)amino]butan-2-yl-(carboxymethyl)amino]acetic acid,17156,320.298,4,6,-1.2942,True,None
1-methylpyridin-1-ium-4-carboxylate,17157,137.138,0,2,-1.1254,True,None
1-methylpyridin-1-ium-4-carboxylic acid,17158,138.146,1,1,0.2093,True,None
"trimethyl benzene-1,2,4-tricarboxylate",17159,252.222,0,6,1.0464,True,None
"4,5-dichloro-2-methoxyphenol",17160,193.029,1,2,2.7076,True,None
"2,5-ditert-butylcyclohexa-2,5-diene-1,4-dione",17161,220.312,0,2,3.0832,True,None
2-(2-ethylhexoxymethyl)oxirane,17162,186.295,0,2,2.6182,True,None
2-(dodecoxymethyl)oxirane,17163,242.403,0,2,4.3227,True,None
"methyl icosa-11,14-dienoate",17164,322.533,0,2,6.7531,False,Octanol-water partition coefficient (LogP) > 5)
"4-chloro-1,3-dioxan-2-one",17165,136.534,0,3,1.1082,True,None
non-2-enal,17166,140.226,0,1,2.7119,True,None
hept-2-enal,17167,112.172,0,1,1.9317,True,None
(2-chloro-4-nitrophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane,17168,297.656,0,6,3.1443,True,None
2-chloro-9-hydroxyfluorene-9-carboxylic acid,17169,260.676,2,2,2.6409,True,None
"4-[4-(dimethylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride",17170,303.837,1,3,3.65657,True,None
methyl-[6-(methylamino)xanthen-3-ylidene]azanium chloride,17171,274.751,2,2,-1.8056,True,None
N-methyl-6-methyliminoxanthen-3-amine,17172,238.29,1,3,3.1098,True,None
1-[ethoxy(sulfanyl)phosphoryl]oxyethane,17173,170.17,1,3,2.0973,True,None
1-imidazol-1-ylethanone,17174,110.116,0,3,0.5432,True,None
"1,1,1,5-tetrachloropentane",17175,209.931,0,0,3.7657,True,None
trioctyl borate,17176,398.481,0,3,8.1026,False,Octanol-water partition coefficient (LogP) > 5)
tris(2-ethylhexyl) borate,17177,398.481,0,3,7.6703,False,Octanol-water partition coefficient (LogP) > 5)
tridodecyl borate,17178,566.805,0,3,12.7838,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
tribenzyl borate,17179,332.208,0,3,4.6217,True,None
"1-(2,3-dihydro-1,4-benzodioxin-3-yl)ethanamine",17180,179.219,1,3,1.1736,True,None
3-[[3-aminopropyl(dimethyl)silyl]oxy-dimethylsilyl]propan-1-amine,17181,248.519,2,3,2.1108,True,None
